Date,Author,Question,Answer,URL
3/2/2016,Carlton Nettleton,What is an Impediment?,"""An impediment is anything that slows down or diminishes the pace of the Team. When the Team is confronted with impediments (or obstacles), the Team could move forward but in advancing they may generate waste. Or the whole process of making progress is more difficult than it should be.""",https://lookforwardconsulting.com/2016/03/02/impediments-vs-blockers-why-make-the-distinction/
3/2/2016,Carlton Nettleton,What is a Blocker?,"""A blocker is anything that stops the delivery of the product. Without the elimination of the blocker, the Team cannot advance at all.""",https://lookforwardconsulting.com/2016/03/02/impediments-vs-blockers-why-make-the-distinction/
3/2/2016,Carlton Nettleton,What are some challenges when trying to use Blockers?,"""Clearly, eliminating blockers is more important than resolving impediments, but what is the reality for most Scrum Teams when confronted with a blocker? Since Team members are generally conscientious and want to make a full contribution each day, they often will switch to a new task in order to make progress on a new activity. They would rather start something new, i.e. multitask, than take time identify, escalate and eliminate the blocker. This is why you often hear Team members say in the Daily Scrum, “No blockers.” Lights So why do people say they have “no blockers” when they do have one (or more) blocker(s)? Well…from their perspective they do not have a blocker anymore. By starting something new, they have demoted the blocker (in their mind) to an impediment since they are making progress on something. IME, I have seen people in big organizations becomes so accustomed to blockers not being fixed around, they assume that multitasking is just the normal way of working. They just do not see that the light is red anymore. The second reason is related to the person’s proficiency at asking for help. The person in question does not know how to ask for help or they do not know who to ask. That is sad because on Scrum Teams, Team members have the right to ask for AND receive help from their peers, management and customers. If you have a blocker, bring it up at once. Do not wait until the next Daily Scrum to resolve it. Most blockers are really hard to eliminate on your own, so find another Team member, the Product Owner or the ScrumMaster to help you eliminate it. Chances are that you are not the only person experiencing the blocker, so people will have an interest in helping you stamp it out. If not, a serious blocker will become this irritating impediment that slows everyone down.""",https://lookforwardconsulting.com/2016/03/02/impediments-vs-blockers-why-make-the-distinction/
8/28/2017,Carlton Nettleton,Should documentation be a separate story?,"""Remember our key Agile principles related to documentation: “working software is the primary measure of progress” and “the most efficient and effective method of conveying information to and within a development team is face-to-face conversation.” "" do NOT recommend having a separate user story for writing documents for multiple reasons. One, by definition user stories describe how working software solves a problem, or fulfills a need, for a user. Documents are not software. Two, every user story must be something you can demonstrate. So how do you demonstrate a document to a user again? Three, a user story needs to be something valuable in the eyes of the user. Certain types of documents, like those specified in a contract or required for statutory reasons, would be considered valuable, but for the most part documents are considered a waste. Another way to track manage documentation would be through the Definition of Done (DoD). Since the goal every Agile process is to have shippable software at the completion of each iteration, that means in addition to new functionality, the software needs to be appropriately documented. Use the DoD to be 100% clear about what are the documentation requirements in order to say a feature is potentially shippable. Any feature that does not meet the DoD is not allowed to be demonstrated. Finally, there are no iterations (or Sprints) to create the documentation since that would break the rule that every iteration needs to deliver working software. If a document is needed, I recommend creating it along side with the feature. Remember, most of the technical documentation is contained either in the code or the automated tests. Any other required documentation would be created just-in-time as the feature is close to being completed. I often recommend including the formal review of the documentation (if needed for your product) as part of the acceptance criteria for the feature.
We need to remember that working software is the primary measure of progress of the Agile team.""",https://lookforwardconsulting.com/2017/08/28/manage-documents-new-story/
4/29/2017,Carlton Nettleton,What books can I read on scaling Scrum and Agile?,"""Lean from the Trenches: Managing Large-Scale Projects with Kanban"" by Henrick Kniberg), and ""Large-Scale Scrum: Get More with LeSS"" by Craig Larman & Bas Vodde.",https://lookforwardconsulting.com/2017/04/29/books-recommend-reading-scaling-scrum-agile/
10/5/2017,Scrum Institute,What kind of software development projects can be executed by Scrum Project Management Framework?,All kinds of software development projects, http://www.scrum-institute.org/Example_Scrum_Certification_Test_Questions.php
10/5/2017,Scrum Institute,Where are the customer requirements stored?,Customer Requirements are captured in the Product Backlog,http://www.scrum-institute.org/Example_Scrum_Certification_Test_Questions.php
10/5/2017,Scrum Institute,What are some disadvantages of the Waterfall Model?,"According to the Scrum Institute, some disadvantages of the waterfall model are: -- End-Product has to be fully anticipated beforehand. -- Some requirements are implemented as defined in the beginning of the project, and yet they are not really needed by the customer. -- Each phase is strictly separated.",http://www.scrum-institute.org/Example_Scrum_Certification_Test_Questions.php
10/5/2017,Scrum Institute,What are the advantages of the Scrum Framework?,"According to the Scrum Institute, the advantages of the Scrum Framework are: -- Fine-grained requirements are only defined when they are really needed. -- All activities to design, build and test a certain functionality are kept together in one phase. -- Changes are expected and welcomed by Scrum team. -- All of the given answers -- None of the given answers",http://www.scrum-institute.org/Example_Scrum_Certification_Test_Questions.php
10/5/2017,Agile Alliance,What is Velocity?,"At the end of each iteration, the team adds up effort estimates associated with user stories that were completed during that iteration. This total is called velocity. Knowing velocity, the team can compute (or revise) an estimate of how long the project will take to complete, based on the estimates associated with remaining user stories and assuming that velocity over the remaining iterations will remain approximately the same. This is generally an accurate prediction, even though rarely a precise one.",https://www.agilealliance.org/glossary/velocity/
10/5/2017,Agile Alliance,What are the benefits of using Velocity?,"""Worked example:"" an agile team has started work on an iteration, planning to complete stories A and B, estimated at 2 points each, and story C, estimated at 3 points. At the end of the iteration, stories A and B are 100% complete but C is only 80% complete. Agile teams generally acknowledge only two levels of completion, 0% done or 100% done. Therefore, C is not counted toward velocity, and velocity as of that iteration is 4 points. Suppose the user stories remaining represent a total of 40 points; the team's forecast of the remaining effort for the project is then 10 iterations. Velocity is also used to limit the amount of work taken on in further iterations. In our example, the team would be well advised to plan for only 4 points' worth of stories in the next iteration. This doesn't necessarily mean it will complete only that much; in fact, completing story C in the next iteration might mean that the team's velocity will, on the contrary, be much higher. Agile teams consider both kinds of events a warning sign: failing to bring a story to completion ""or"" seeing their velocity ""see-sawing"". The expected response is to seek a finer-grained decomposition of stories. Velocity thus serves in a few different ways as a regulation mechanism.",https://www.agilealliance.org/glossary/velocity/
10/5/2017,Agile Alliance,What are some of the pitfalls of using Velocity?,"-- velocity is a ""measurement"", made after the fact; though it can help plan ahead, it is not itself a budget or a forecast, and phrases such as ""setting the velocity"" reveal basic misunderstanding -- velocity is defined with respect to units of value (user stories) rather than with respect to units of effort (tasks) -- only the aggregate velocity of the team matters, and the phrase ""individual velocity"" is meaningless; a team is a mechanism intended to yield more than the sum of its individual parts -- there is no meaningful comparison of velocity ""between"" different teams, since such teams may have different approaches to estimation -- in order that velocity provide forecasts of the project's end date, it is necessary that all of the user stories making up the project be estimated in a consistent manner; this can be achieved in one of two main ways: -- estimate the entire set of user stories before the project starts, or early on, such as in the first few iterations; -- use relative estimation to ensure that estimates made later on are consistent with the ones made at the start of the project",https://www.agilealliance.org/glossary/velocity/
10/5/2017,Agile Alliance,What is the origin of the term Velocity?,"""Velocity"" may be one of the best illustrations that concepts in Agile discourse do not appear full-blown but are worked out over a period of time. Early texts (such as ""Planning Extreme Programming"") were generally favorable to measuring ""individual velocity"", a practice which fell into disrepute over the next few years. ""Story points"" became the most widespread unit of estimation, displacing ""ideal weeks"". These changes, hashed out over mailing lists, Usenet and other fora, are sometimes difficult to pinpoint in time, and only clear in retrospect. 2000: the term ""velocity"" is a relatively late addition to Extreme Programming, replacing a previous notion of ""load factor"" deemed overly complex 2002: the Scrum community picks up the practice of measuring ""velocity""",https://www.agilealliance.org/glossary/velocity/
10/5/2017,Agile Alliance,Why do we use Versions?,"Version control is not strictly speaking an Agile ""practice"" insofar as it is now (fortunately) widespread in the industry as a whole. It must however be mentioned here for several reasons: -- Though they are rare, one still occasionally stumbles across teams with outdated version control tools or practices, and even teams who haven't adopted version control tools at all -- Version control is not merely ""good practice"" but an enabler of a number of Agile practices, such as continuous integration -- The Agile community leans toward particular types of tools and practices, namely the same as the Open Source community: systems that afford concurrent work (""merge"" model rather than ""lock""), and more recently favoring distributed over centralized models -- It is therefore beneficial for an Agile team to explicitly reflect on its version control policies and infrastructure, and ensure that they and its engineering practices work harmoniously together.",https://www.agilealliance.org/glossary/version-control/
10/5/2017,Agile Alliance,What is Usability Testing?,"Usability testing is a long-established, empirical and exploratory technique to answer questions such as ""how would an end user respond to our software under realistic conditions?"" It consists of observing a representative end user interacting with the product, given a goal to reach but no specific instructions for using the product. (For instance, a goal for usability testing of a furniture retailer's Web site might be ""You've just moved and need to do something about your two boxes of books; use the site to find a solution."") Members of the team (possibly including usability specialists) observe the user's actions without intervening, recording what transpires (either informally, e.g. taking notes, or more comprehensively, using video, eye-tracking, screen captures or specialized software). Post-test analysis will focus on any difficulties encountered by the user, illustrating differences between the team's assumptions and actual behaviour.",https://www.agilealliance.org/glossary/usability/
10/5/2017,Agile Alliance,Where does Usability Testing come from?,"Usability testing is not strictly speaking an Agile practice, but has attracted much attention since 2008 and is representative of a trend to incorporate into Agile practice ideas from the ""UX"" community (user experience design). 1983: a wide range of ""human factors testing"" techniques foreshadowing usability testing, used at the Xerox PARC during the design of the Xerox Star, are described in the CHI conference proceedings. 2008: the Agile 2008 conference features a stage dedicated to discussion of ""User Experience"" practices, such as usability testing, personas or paper prototyping.",https://www.agilealliance.org/glossary/usability/
10/5/2017,Agile Alliance,What is a Unit Test?,"A unit test, as Agile teams understand the term, is a short program fragment written and maintained by the developers on the product team, which exercises some narrow part of the product's source code and checks the results. The outcome of a unit test is binary: either ""pass"" if the program's behavior is consistent with the recorded expectations, or ""fail"" otherwise. Developers will typically write a large number of unit tests (corresponding to a large number of program behaviors of interest), called a ""test suite"". By common convention dating back at least to the JUnit family of tools, the color red (as in ""getting a red bar"") represents the failure of one or more tests. The color green (""a green bar"") denotes successful execution of ""all"" unit tests associated with a program.",https://www.agilealliance.org/glossary/unit-test/
10/5/2017,Agile Alliance,Why use Unit Tests?,"A team relying on automated unit tests can expect to reap some of the benefits of test-driven development, in particular a decrease in defect rates",https://www.agilealliance.org/glossary/unit-test/
10/5/2017,Agile Alliance,What is a Time Box?,"A timebox is a previously agreed period of time during which a person or a team works steadily towards completion of some goal. Rather than allow work to continue until the goal is reached, and evaluating the time taken, the timebox approach consists of stopping work when the time limit is reached and evaluating what was accomplished.",https://www.agilealliance.org/glossary/timebox/
10/5/2017,Agile Alliance,How long is a Time Box?,"Timeboxes can be used at varying time scales. The ""pomodoro technique"" organizes personal work around 25-minute timeboxes. In a completely different domain ""speed dating"" is known for its seven-minute timeboxes. Time scales ranging from one day to several months have been used.",https://www.agilealliance.org/glossary/timebox/
10/5/2017,Agile Alliance,When is a Time Box complete?,"The critical rule of timeboxed work is that work should stop at the end of the timebox, and review progress: has the goal been met, or partially met if it included multiple tasks?",https://www.agilealliance.org/glossary/timebox/
10/5/2017,Agile Alliance,What is the origin of Time Boxes?,"Timeboxed iterations are a distinctive feature of the early Agile approaches, notably Scrum and Extreme Programming, but they have an earlier history:1988: the ""timebox"" is described as a cornerstone of Scott Schultz's ""Rapid Iterative Production Prototyping"" approach in use at a Du Pont spin-off, Information Engineering Associates. 1991: the details of the ""timebox"" are described at length in one chapter of James Martin's ""Rapid Application Development""",https://www.agilealliance.org/glossary/timebox/
10/18,Matthew Houltry,What is an example of an Initiative?,An example of an initiative us: “Build “Next Gen” PR Platform”,
10/18,Agile Alliance,What’s the INVEST method for User Stories?,"The INVEST method means that Stories should be: I - Independent, N - Negotiable, V - Valuable, E - Estimable, S - Small, T - Testable",
10/18,Agile Alliance,What’s the SMART method for Sub-Tasks?,"The SMART method means that Sub-Tasks should be: S - Specific, M - Measurable, A - Achievable, R - Relevant, T - Time-boxed",
10/18,Agile Alliance,What does Independent mean?,"Independent if part of the INVEST method. Stories are easiest to work with if they are independent. That is, we'd like them to not overlap in concept, and we'd like to be able to schedule and implement them in any order. We can't always achieve this; once in a while we may say things like ""3 points for the first report, then 1 point for each of the others.""",
10/18,Agile Alliance,What does Negotiable mean?,"Negotiable if part of the INVEST method. Negotiable... and Negotiated. A good story is negotiable. It is not an explicit contract for features; rather, details will be co-created by the customer and programmer during development. A good story captures the essence, not the details. Over time, the card may acquire notes, test ideas, and so on, but we don't need these to prioritize or schedule stories.",
10/18,Agile Alliance,What does Valuable mean?,"Valuable if part of the INVEST method. A story needs to be valuable. We don't care about value to just anybody; it needs to be valuable to the customer. Developers may have (legitimate) concerns, but these framed in a way that makes the customer perceive them as important. This is especially an issue when splitting stories. Think of a whole story as a multi-layer cake, e.g., a network layer, a persistence layer, a logic layer, and a presentation layer. When we split a story, we're serving up only part of that cake. We want to give the customer the essence of the whole cake, and the best way is to slice vertically through the layers. Developers often have an inclination to work on only one layer at a time (and get it ""right""); but a full database layer (for example) has little value to the customer if there's no presentation layer. Making each slice valuable to the customer supports XP's pay-as-you-go attitude toward infrastructure",
10/18,Agile Alliance,What does Estimable mean?,"Estimable if part of the INVEST method. A good story can be estimated. We don't need an exact estimate, but just enough to help the customer rank and schedule the story's implementation. Being estimable is partly a function of being negotiated, as it's hard to estimate a story we don't understand. It is also a function of size: bigger stories are harder to estimate. Finally, it's a function of the team: what's easy to estimate will vary depending on the team's experience. (Sometimes a team may have to split a story into a (time-boxed) ""spike"" that will give the team enough information to make a decent estimate, and the rest of the story that will actually implement the desired feature.)",
10/18,Agile Alliance,What does Small mean?,"Small if part of the INVEST method. Good stories tend to be small. Stories typically represent at most a few person-weeks worth of work. (Some teams restrict them to a few person-days of work.) Above this size, and it seems to be too hard to know what's in the story's scope. Saying, ""it would take me more than month"" often implicitly adds, ""as I don't understand what-all it would entail."" Smaller stories tend to get more accurate estimates. Story descriptions can be small too (and putting them on an index card helps make that happen). Alistair Cockburn described the cards as tokens promising a future conversation. Remember, the details can be elaborated through conversations with the customer.",
10/18,Agile Alliance,What does Testable mean?,"Testable if part of the INVEST method. A good story is testable. Writing a story card carries an implicit promise: ""I understand what I want well enough that I could write a test for it."" Several teams have reported that by requiring customer tests before implementing a story, the team is more productive. ""Testability"" has always been a characteristic of good requirements; actually writing the tests early helps us know whether this goal is met. If a customer doesn't know how to test something, this may indicate that the story isn't clear enough, or that it doesn't reflect something valuable to them, or that the customer just needs help in testing. A team can treat non-functional requirements (such as performance and usability) as things that need to be tested. Figure out how to operationalize these tests will help the team learn the true needs.",
10/18,Agile Alliance,What does Specific mean?,"Specific is part of the SMART method. A task needs to be specific enough that everyone can understand what's involved in it. This helps keep other tasks from overlapping, and helps people understand whether the tasks add up to the full story.",
10/18,Agile Alliance,What does Measurable mean?,"Measurable is part of the SMART method. The key measure is, ""can we mark it as done?"" The team needs to agree on what that means, but it should include ""does what it is intended to,"" ""tests are included,"" and ""the code has been refactored.""",
10/18,Agile Alliance,What does Achievable mean?,Achievable is part of the SMART method. The task owner should expect to be able to achieve a task. XP teams have a rule that anybody can ask for help whenever they need it; this certainly includes ensuring that task owners are up to the job.,
10/18,Agile Alliance,What does Relevant mean?,"Relevant is part of the SMART method. Every task should be relevant, contributing to the story at hand. Stories are broken into tasks for the benefit of developers, but a customer should still be able to expect that every task can be explained and justified.",
10/18,Agile Alliance,What does Time-Boxed mean?,"Time-Boxed is part of the SMART method. A task should be time-boxed: limited to a specific duration. This doesn't need to be a formal estimate in hours or days, but there should be an expectation so people know when they should seek help. If a task is harder than expected, the team needs to know it must split the task, change players, or do something to help the task (and story) get done.",
